Geneid	gene_id	gene_name	gene_biotype
gene:FGSG_07290	gene:FGSG_07290	gene:FGSG_07290	NA
gene:FGSG_07291	gene:FGSG_07291	gene:FGSG_07291	NA
gene:FGSG_07292	gene:FGSG_07292	gene:FGSG_07292	NA
gene:FGSG_13112	gene:FGSG_13112	gene:FGSG_13112	NA
gene:FGSG_13113	gene:FGSG_13113	gene:FGSG_13113	NA
gene:FGSG_07294	gene:FGSG_07294	gene:FGSG_07294	NA
gene:FGSG_07295	gene:FGSG_07295	gene:FGSG_07295	NA
gene:FGSG_13114	gene:FGSG_13114	gene:FGSG_13114	NA
gene:FGSG_07296	gene:FGSG_07296	gene:FGSG_07296	NA
gene:FGSG_07297	gene:FGSG_07297	gene:FGSG_07297	NA
gene:FGSG_20667	gene:FGSG_20667	gene:FGSG_20667	NA
gene:FGSG_07298	gene:FGSG_07298	gene:FGSG_07298	NA
gene:FGSG_13115	gene:FGSG_13115	gene:FGSG_13115	NA
gene:FGSG_07299	gene:FGSG_07299	gene:FGSG_07299	NA
gene:FGSG_07300	gene:FGSG_07300	gene:FGSG_07300	NA
gene:FGSG_07301	gene:FGSG_07301	gene:FGSG_07301	NA
gene:FGSG_07302	gene:FGSG_07302	gene:FGSG_07302	NA
gene:FGSG_07303	gene:FGSG_07303	gene:FGSG_07303	NA
gene:FGSG_07304	gene:FGSG_07304	gene:FGSG_07304	NA
gene:FGSG_07305	gene:FGSG_07305	gene:FGSG_07305	NA
gene:FGSG_07306	gene:FGSG_07306	gene:FGSG_07306	NA
gene:FGSG_07307	gene:FGSG_07307	gene:FGSG_07307	NA
gene:FGSG_07308	gene:FGSG_07308	gene:FGSG_07308	NA
gene:FGSG_07309	gene:FGSG_07309	gene:FGSG_07309	NA
gene:FGSG_07310	gene:FGSG_07310	gene:FGSG_07310	NA
gene:FGSG_13116	gene:FGSG_13116	gene:FGSG_13116	NA
gene:FGSG_13117	gene:FGSG_13117	gene:FGSG_13117	NA
gene:FGSG_13118	gene:FGSG_13118	gene:FGSG_13118	NA
gene:FGSG_07312	gene:FGSG_07312	gene:FGSG_07312	NA
gene:FGSG_07313	gene:FGSG_07313	gene:FGSG_07313	NA
gene:FGSG_07314	gene:FGSG_07314	gene:FGSG_07314	NA
gene:FGSG_20668	gene:FGSG_20668	gene:FGSG_20668	NA
gene:FGSG_07315	gene:FGSG_07315	gene:FGSG_07315	NA
gene:FGSG_07316	gene:FGSG_07316	gene:FGSG_07316	NA
gene:FGSG_07317	gene:FGSG_07317	gene:FGSG_07317	NA
gene:FGSG_07318	gene:FGSG_07318	gene:FGSG_07318	NA
gene:FGSG_07319	gene:FGSG_07319	gene:FGSG_07319	NA
gene:FGSG_20669	gene:FGSG_20669	gene:FGSG_20669	NA
gene:FGSG_07320	gene:FGSG_07320	gene:FGSG_07320	NA
gene:FGSG_07321	gene:FGSG_07321	gene:FGSG_07321	NA
gene:FGSG_07322	gene:FGSG_07322	gene:FGSG_07322	NA
gene:FGSG_07323	gene:FGSG_07323	gene:FGSG_07323	NA
gene:FGSG_13119	gene:FGSG_13119	gene:FGSG_13119	NA
gene:FGSG_13120	gene:FGSG_13120	gene:FGSG_13120	NA
gene:FGSG_07325	gene:FGSG_07325	gene:FGSG_07325	NA
gene:FGSG_07326	gene:FGSG_07326	gene:FGSG_07326	NA
gene:FGSG_07327	gene:FGSG_07327	gene:FGSG_07327	NA
gene:FGSG_07328	gene:FGSG_07328	gene:FGSG_07328	NA
gene:FGSG_13121	gene:FGSG_13121	gene:FGSG_13121	NA
gene:FGSG_07329	gene:FGSG_07329	gene:FGSG_07329	NA
gene:FGSG_07330	gene:FGSG_07330	gene:FGSG_07330	NA
gene:FGSG_07331	gene:FGSG_07331	gene:FGSG_07331	NA
gene:FGSG_07332	gene:FGSG_07332	gene:FGSG_07332	NA
gene:FGSG_13122	gene:FGSG_13122	gene:FGSG_13122	NA
gene:FGSG_07333	gene:FGSG_07333	gene:FGSG_07333	NA
gene:FGSG_07334	gene:FGSG_07334	gene:FGSG_07334	NA
gene:FGSG_07335	gene:FGSG_07335	gene:FGSG_07335	NA
gene:FGSG_07336	gene:FGSG_07336	gene:FGSG_07336	NA
gene:FGSG_07337	gene:FGSG_07337	gene:FGSG_07337	NA
gene:FGSG_07338	gene:FGSG_07338	gene:FGSG_07338	NA
gene:FGSG_07339	gene:FGSG_07339	gene:FGSG_07339	NA
gene:FGSG_13123	gene:FGSG_13123	gene:FGSG_13123	NA
gene:FGSG_13124	gene:FGSG_13124	gene:FGSG_13124	NA
gene:FGSG_13125	gene:FGSG_13125	gene:FGSG_13125	NA
gene:FGSG_07340	gene:FGSG_07340	gene:FGSG_07340	NA
gene:FGSG_13126	gene:FGSG_13126	gene:FGSG_13126	NA
gene:FGSG_13127	gene:FGSG_13127	gene:FGSG_13127	NA
gene:FGSG_13128	gene:FGSG_13128	gene:FGSG_13128	NA
gene:FGSG_07342	gene:FGSG_07342	gene:FGSG_07342	NA
gene:FGSG_13129	gene:FGSG_13129	gene:FGSG_13129	NA
gene:FGSG_13130	gene:FGSG_13130	gene:FGSG_13130	NA
gene:FGSG_07344	gene:FGSG_07344	gene:FGSG_07344	NA
gene:FGSG_13131	gene:FGSG_13131	gene:FGSG_13131	NA
gene:FGSG_13132	gene:FGSG_13132	gene:FGSG_13132	NA
gene:FGSG_07346	gene:FGSG_07346	gene:FGSG_07346	NA
gene:FGSG_13133	gene:FGSG_13133	gene:FGSG_13133	NA
gene:FGSG_07347	gene:FGSG_07347	gene:FGSG_07347	NA
gene:FGSG_07348	gene:FGSG_07348	gene:FGSG_07348	NA
gene:FGSG_07349	gene:FGSG_07349	gene:FGSG_07349	NA
gene:FGSG_13134	gene:FGSG_13134	gene:FGSG_13134	NA
gene:FGSG_13135	gene:FGSG_13135	gene:FGSG_13135	NA
gene:FGSG_07350	gene:FGSG_07350	gene:FGSG_07350	NA
gene:FGSG_07351	gene:FGSG_07351	gene:FGSG_07351	NA
gene:FGSG_07352	gene:FGSG_07352	gene:FGSG_07352	NA
gene:FGSG_07353	gene:FGSG_07353	gene:FGSG_07353	NA
gene:FGSG_07354	gene:FGSG_07354	gene:FGSG_07354	NA
gene:FGSG_07355	gene:FGSG_07355	gene:FGSG_07355	NA
gene:FGSG_07356	gene:FGSG_07356	gene:FGSG_07356	NA
gene:FGSG_07357	gene:FGSG_07357	gene:FGSG_07357	NA
gene:FGSG_20670	gene:FGSG_20670	gene:FGSG_20670	NA
gene:FGSG_07358	gene:FGSG_07358	gene:FGSG_07358	NA
gene:FGSG_07359	gene:FGSG_07359	gene:FGSG_07359	NA
gene:FGSG_07360	gene:FGSG_07360	gene:FGSG_07360	NA
gene:FGSG_13136	gene:FGSG_13136	gene:FGSG_13136	NA
gene:FGSG_13137	gene:FGSG_13137	gene:FGSG_13137	NA
gene:FGSG_07362	gene:FGSG_07362	gene:FGSG_07362	NA
gene:FGSG_07363	gene:FGSG_07363	gene:FGSG_07363	NA
gene:FGSG_07364	gene:FGSG_07364	gene:FGSG_07364	NA
gene:FGSG_07365	gene:FGSG_07365	gene:FGSG_07365	NA
gene:FGSG_07366	gene:FGSG_07366	gene:FGSG_07366	NA
gene:FGSG_20671	gene:FGSG_20671	gene:FGSG_20671	NA
gene:FGSG_13138	gene:FGSG_13138	gene:FGSG_13138	NA
gene:FGSG_07367	gene:FGSG_07367	gene:FGSG_07367	NA
gene:FGSG_07368	gene:FGSG_07368	gene:FGSG_07368	NA
gene:FGSG_07369	gene:FGSG_07369	gene:FGSG_07369	NA
gene:FGSG_07370	gene:FGSG_07370	gene:FGSG_07370	NA
gene:FGSG_07371	gene:FGSG_07371	gene:FGSG_07371	NA
gene:FGSG_07372	gene:FGSG_07372	gene:FGSG_07372	NA
gene:FGSG_07373	gene:FGSG_07373	gene:FGSG_07373	NA
gene:FGSG_13139	gene:FGSG_13139	gene:FGSG_13139	NA
gene:FGSG_13140	gene:FGSG_13140	gene:FGSG_13140	NA
gene:FGSG_07374	gene:FGSG_07374	gene:FGSG_07374	NA
gene:FGSG_07375	gene:FGSG_07375	gene:FGSG_07375	NA
gene:FGSG_07376	gene:FGSG_07376	gene:FGSG_07376	NA
gene:FGSG_07377	gene:FGSG_07377	gene:FGSG_07377	NA
gene:FGSG_07378	gene:FGSG_07378	gene:FGSG_07378	NA
gene:FGSG_07379	gene:FGSG_07379	gene:FGSG_07379	NA
gene:FGSG_07380	gene:FGSG_07380	gene:FGSG_07380	NA
gene:FGSG_07381	gene:FGSG_07381	gene:FGSG_07381	NA
gene:FGSG_07382	gene:FGSG_07382	gene:FGSG_07382	NA
gene:FGSG_07383	gene:FGSG_07383	gene:FGSG_07383	NA
gene:FGSG_07384	gene:FGSG_07384	gene:FGSG_07384	NA
gene:FGSG_20038	gene:FGSG_20038	gene:FGSG_20038	NA
gene:FGSG_13141	gene:FGSG_13141	gene:FGSG_13141	NA
gene:FGSG_13142	gene:FGSG_13142	gene:FGSG_13142	NA
gene:FGSG_07386	gene:FGSG_07386	gene:FGSG_07386	NA
gene:FGSG_20672	gene:FGSG_20672	gene:FGSG_20672	NA
gene:FGSG_20673	gene:FGSG_20673	gene:FGSG_20673	NA
gene:FGSG_07387	gene:FGSG_07387	gene:FGSG_07387	NA
gene:FGSG_07388	gene:FGSG_07388	gene:FGSG_07388	NA
gene:FGSG_07389	gene:FGSG_07389	gene:FGSG_07389	NA
gene:FGSG_13143	gene:FGSG_13143	gene:FGSG_13143	NA
gene:FGSG_07390	gene:FGSG_07390	gene:FGSG_07390	NA
gene:FGSG_07391	gene:FGSG_07391	gene:FGSG_07391	NA
gene:FGSG_07392	gene:FGSG_07392	gene:FGSG_07392	NA
gene:FGSG_07393	gene:FGSG_07393	gene:FGSG_07393	NA
gene:FGSG_07394	gene:FGSG_07394	gene:FGSG_07394	NA
gene:FGSG_07395	gene:FGSG_07395	gene:FGSG_07395	NA
gene:FGSG_07396	gene:FGSG_07396	gene:FGSG_07396	NA
gene:FGSG_07397	gene:FGSG_07397	gene:FGSG_07397	NA
gene:FGSG_07398	gene:FGSG_07398	gene:FGSG_07398	NA
gene:FGSG_13144	gene:FGSG_13144	gene:FGSG_13144	NA
gene:FGSG_20039	gene:FGSG_20039	gene:FGSG_20039	NA
gene:FGSG_07399	gene:FGSG_07399	gene:FGSG_07399	NA
gene:FGSG_07400	gene:FGSG_07400	gene:FGSG_07400	NA
gene:FGSG_07401	gene:FGSG_07401	gene:FGSG_07401	NA
gene:FGSG_07402	gene:FGSG_07402	gene:FGSG_07402	NA
gene:FGSG_07403	gene:FGSG_07403	gene:FGSG_07403	NA
gene:FGSG_13145	gene:FGSG_13145	gene:FGSG_13145	NA
gene:FGSG_07404	gene:FGSG_07404	gene:FGSG_07404	NA
gene:FGSG_07405	gene:FGSG_07405	gene:FGSG_07405	NA
gene:FGSG_07406	gene:FGSG_07406	gene:FGSG_07406	NA
gene:FGSG_07407	gene:FGSG_07407	gene:FGSG_07407	NA
gene:FGSG_07408	gene:FGSG_07408	gene:FGSG_07408	NA
gene:FGSG_07409	gene:FGSG_07409	gene:FGSG_07409	NA
gene:FGSG_07410	gene:FGSG_07410	gene:FGSG_07410	NA
gene:FGSG_07411	gene:FGSG_07411	gene:FGSG_07411	NA
gene:FGSG_07412	gene:FGSG_07412	gene:FGSG_07412	NA
gene:FGSG_07413	gene:FGSG_07413	gene:FGSG_07413	NA
gene:FGSG_07414	gene:FGSG_07414	gene:FGSG_07414	NA
gene:FGSG_13146	gene:FGSG_13146	gene:FGSG_13146	NA
gene:FGSG_07415	gene:FGSG_07415	gene:FGSG_07415	NA
gene:FGSG_07416	gene:FGSG_07416	gene:FGSG_07416	NA
gene:FGSG_07417	gene:FGSG_07417	gene:FGSG_07417	NA
gene:FGSG_07418	gene:FGSG_07418	gene:FGSG_07418	NA
gene:FGSG_07419	gene:FGSG_07419	gene:FGSG_07419	NA
gene:FGSG_07420	gene:FGSG_07420	gene:FGSG_07420	NA
gene:FGSG_07421	gene:FGSG_07421	gene:FGSG_07421	NA
gene:FGSG_07422	gene:FGSG_07422	gene:FGSG_07422	NA
gene:FGSG_07423	gene:FGSG_07423	gene:FGSG_07423	NA
gene:FGSG_07424	gene:FGSG_07424	gene:FGSG_07424	NA
gene:FGSG_07425	gene:FGSG_07425	gene:FGSG_07425	NA
gene:FGSG_07426	gene:FGSG_07426	gene:FGSG_07426	NA
gene:FGSG_07427	gene:FGSG_07427	gene:FGSG_07427	NA
gene:FGSG_07428	gene:FGSG_07428	gene:FGSG_07428	NA
gene:FGSG_07429	gene:FGSG_07429	gene:FGSG_07429	NA
gene:FGSG_13147	gene:FGSG_13147	gene:FGSG_13147	NA
gene:FGSG_13148	gene:FGSG_13148	gene:FGSG_13148	NA
gene:FGSG_07430	gene:FGSG_07430	gene:FGSG_07430	NA
gene:FGSG_07431	gene:FGSG_07431	gene:FGSG_07431	NA
gene:FGSG_07432	gene:FGSG_07432	gene:FGSG_07432	NA
gene:FGSG_07433	gene:FGSG_07433	gene:FGSG_07433	NA
gene:FGSG_13149	gene:FGSG_13149	gene:FGSG_13149	NA
gene:FGSG_07435	gene:FGSG_07435	gene:FGSG_07435	NA
gene:FGSG_07436	gene:FGSG_07436	gene:FGSG_07436	NA
gene:FGSG_07437	gene:FGSG_07437	gene:FGSG_07437	NA
gene:FGSG_07438	gene:FGSG_07438	gene:FGSG_07438	NA
gene:FGSG_07439	gene:FGSG_07439	gene:FGSG_07439	NA
gene:FGSG_07440	gene:FGSG_07440	gene:FGSG_07440	NA
gene:FGSG_07441	gene:FGSG_07441	gene:FGSG_07441	NA
gene:FGSG_07442	gene:FGSG_07442	gene:FGSG_07442	NA
gene:FGSG_07443	gene:FGSG_07443	gene:FGSG_07443	NA
gene:FGSG_07444	gene:FGSG_07444	gene:FGSG_07444	NA
gene:FGSG_07445	gene:FGSG_07445	gene:FGSG_07445	NA
gene:FGSG_07446	gene:FGSG_07446	gene:FGSG_07446	NA
gene:FGSG_07447	gene:FGSG_07447	gene:FGSG_07447	NA
gene:FGSG_07448	gene:FGSG_07448	gene:FGSG_07448	NA
gene:FGSG_07449	gene:FGSG_07449	gene:FGSG_07449	NA
gene:FGSG_07450	gene:FGSG_07450	gene:FGSG_07450	NA
gene:FGSG_07451	gene:FGSG_07451	gene:FGSG_07451	NA
gene:FGSG_07452	gene:FGSG_07452	gene:FGSG_07452	NA
gene:FGSG_07453	gene:FGSG_07453	gene:FGSG_07453	NA
gene:FGSG_07454	gene:FGSG_07454	gene:FGSG_07454	NA
gene:FGSG_07455	gene:FGSG_07455	gene:FGSG_07455	NA
gene:FGSG_07456	gene:FGSG_07456	gene:FGSG_07456	NA
gene:FGSG_07457	gene:FGSG_07457	gene:FGSG_07457	NA
gene:FGSG_07458	gene:FGSG_07458	gene:FGSG_07458	NA
gene:FGSG_07459	gene:FGSG_07459	gene:FGSG_07459	NA
gene:FGSG_07460	gene:FGSG_07460	gene:FGSG_07460	NA
gene:FGSG_13150	gene:FGSG_13150	gene:FGSG_13150	NA
gene:FGSG_13151	gene:FGSG_13151	gene:FGSG_13151	NA
gene:FGSG_07462	gene:FGSG_07462	gene:FGSG_07462	NA
gene:FGSG_07463	gene:FGSG_07463	gene:FGSG_07463	NA
gene:FGSG_07464	gene:FGSG_07464	gene:FGSG_07464	NA
gene:FGSG_07465	gene:FGSG_07465	gene:FGSG_07465	NA
gene:FGSG_07466	gene:FGSG_07466	gene:FGSG_07466	NA
gene:FGSG_07467	gene:FGSG_07467	gene:FGSG_07467	NA
gene:FGSG_07468	gene:FGSG_07468	gene:FGSG_07468	NA
gene:FGSG_07469	gene:FGSG_07469	gene:FGSG_07469	NA
gene:FGSG_07470	gene:FGSG_07470	gene:FGSG_07470	NA
gene:FGSG_07471	gene:FGSG_07471	gene:FGSG_07471	NA
gene:FGSG_07472	gene:FGSG_07472	gene:FGSG_07472	NA
gene:FGSG_07473	gene:FGSG_07473	gene:FGSG_07473	NA
gene:FGSG_07474	gene:FGSG_07474	gene:FGSG_07474	NA
gene:FGSG_07475	gene:FGSG_07475	gene:FGSG_07475	NA
gene:FGSG_07476	gene:FGSG_07476	gene:FGSG_07476	NA
gene:FGSG_07477	gene:FGSG_07477	gene:FGSG_07477	NA
gene:FGSG_07478	gene:FGSG_07478	gene:FGSG_07478	NA
gene:FGSG_07479	gene:FGSG_07479	gene:FGSG_07479	NA
gene:FGSG_07480	gene:FGSG_07480	gene:FGSG_07480	NA
gene:FGSG_13152	gene:FGSG_13152	gene:FGSG_13152	NA
gene:FGSG_13153	gene:FGSG_13153	gene:FGSG_13153	NA
gene:FGSG_13154	gene:FGSG_13154	gene:FGSG_13154	NA
gene:FGSG_13155	gene:FGSG_13155	gene:FGSG_13155	NA
gene:FGSG_07482	gene:FGSG_07482	gene:FGSG_07482	NA
gene:FGSG_07483	gene:FGSG_07483	gene:FGSG_07483	NA
gene:FGSG_07484	gene:FGSG_07484	gene:FGSG_07484	NA
gene:FGSG_07485	gene:FGSG_07485	gene:FGSG_07485	NA
gene:FGSG_13156	gene:FGSG_13156	gene:FGSG_13156	NA
gene:FGSG_07488	gene:FGSG_07488	gene:FGSG_07488	NA
gene:FGSG_07489	gene:FGSG_07489	gene:FGSG_07489	NA
gene:FGSG_07490	gene:FGSG_07490	gene:FGSG_07490	NA
gene:FGSG_07491	gene:FGSG_07491	gene:FGSG_07491	NA
gene:FGSG_07492	gene:FGSG_07492	gene:FGSG_07492	NA
gene:FGSG_07493	gene:FGSG_07493	gene:FGSG_07493	NA
gene:FGSG_07494	gene:FGSG_07494	gene:FGSG_07494	NA
gene:FGSG_13157	gene:FGSG_13157	gene:FGSG_13157	NA
gene:FGSG_07495	gene:FGSG_07495	gene:FGSG_07495	NA
gene:FGSG_07496	gene:FGSG_07496	gene:FGSG_07496	NA
gene:FGSG_07497	gene:FGSG_07497	gene:FGSG_07497	NA
gene:FGSG_07498	gene:FGSG_07498	gene:FGSG_07498	NA
gene:FGSG_07499	gene:FGSG_07499	gene:FGSG_07499	NA
gene:FGSG_07500	gene:FGSG_07500	gene:FGSG_07500	NA
gene:FGSG_20040	gene:FGSG_20040	gene:FGSG_20040	NA
gene:FGSG_07501	gene:FGSG_07501	gene:FGSG_07501	NA
gene:FGSG_07502	gene:FGSG_07502	gene:FGSG_07502	NA
gene:FGSG_07503	gene:FGSG_07503	gene:FGSG_07503	NA
gene:FGSG_07504	gene:FGSG_07504	gene:FGSG_07504	NA
gene:FGSG_07505	gene:FGSG_07505	gene:FGSG_07505	NA
gene:FGSG_13158	gene:FGSG_13158	gene:FGSG_13158	NA
gene:FGSG_07507	gene:FGSG_07507	gene:FGSG_07507	NA
gene:FGSG_07508	gene:FGSG_07508	gene:FGSG_07508	NA
gene:FGSG_07509	gene:FGSG_07509	gene:FGSG_07509	NA
gene:FGSG_07510	gene:FGSG_07510	gene:FGSG_07510	NA
gene:FGSG_07511	gene:FGSG_07511	gene:FGSG_07511	NA
gene:FGSG_07512	gene:FGSG_07512	gene:FGSG_07512	NA
gene:FGSG_07513	gene:FGSG_07513	gene:FGSG_07513	NA
gene:FGSG_07514	gene:FGSG_07514	gene:FGSG_07514	NA
gene:FGSG_07515	gene:FGSG_07515	gene:FGSG_07515	NA
gene:FGSG_20674	gene:FGSG_20674	gene:FGSG_20674	NA
gene:FGSG_07516	gene:FGSG_07516	gene:FGSG_07516	NA
gene:FGSG_07517	gene:FGSG_07517	gene:FGSG_07517	NA
gene:FGSG_07518	gene:FGSG_07518	gene:FGSG_07518	NA
gene:FGSG_07519	gene:FGSG_07519	gene:FGSG_07519	NA
gene:FGSG_07520	gene:FGSG_07520	gene:FGSG_07520	NA
gene:FGSG_07521	gene:FGSG_07521	gene:FGSG_07521	NA
gene:FGSG_07522	gene:FGSG_07522	gene:FGSG_07522	NA
gene:FGSG_07523	gene:FGSG_07523	gene:FGSG_07523	NA
gene:FGSG_07524	gene:FGSG_07524	gene:FGSG_07524	NA
gene:FGSG_07525	gene:FGSG_07525	gene:FGSG_07525	NA
gene:FGSG_07526	gene:FGSG_07526	gene:FGSG_07526	NA
gene:FGSG_07527	gene:FGSG_07527	gene:FGSG_07527	NA
gene:FGSG_07528	gene:FGSG_07528	gene:FGSG_07528	NA
gene:FGSG_07529	gene:FGSG_07529	gene:FGSG_07529	NA
gene:FGSG_07530	gene:FGSG_07530	gene:FGSG_07530	NA
gene:FGSG_20041	gene:FGSG_20041	gene:FGSG_20041	NA
gene:FGSG_07531	gene:FGSG_07531	gene:FGSG_07531	NA
gene:FGSG_07532	gene:FGSG_07532	gene:FGSG_07532	NA
gene:FGSG_07533	gene:FGSG_07533	gene:FGSG_07533	NA
gene:FGSG_13159	gene:FGSG_13159	gene:FGSG_13159	NA
gene:FGSG_07534	gene:FGSG_07534	gene:FGSG_07534	NA
gene:FGSG_07535	gene:FGSG_07535	gene:FGSG_07535	NA
gene:FGSG_07536	gene:FGSG_07536	gene:FGSG_07536	NA
gene:FGSG_20675	gene:FGSG_20675	gene:FGSG_20675	NA
gene:FGSG_07537	gene:FGSG_07537	gene:FGSG_07537	NA
gene:FGSG_07538	gene:FGSG_07538	gene:FGSG_07538	NA
gene:FGSG_13160	gene:FGSG_13160	gene:FGSG_13160	NA
gene:FGSG_07539	gene:FGSG_07539	gene:FGSG_07539	NA
gene:FGSG_07540	gene:FGSG_07540	gene:FGSG_07540	NA
gene:FGSG_07541	gene:FGSG_07541	gene:FGSG_07541	NA
gene:FGSG_07542	gene:FGSG_07542	gene:FGSG_07542	NA
gene:FGSG_07543	gene:FGSG_07543	gene:FGSG_07543	NA
gene:FGSG_07544	gene:FGSG_07544	gene:FGSG_07544	NA
gene:FGSG_07545	gene:FGSG_07545	gene:FGSG_07545	NA
gene:FGSG_07546	gene:FGSG_07546	gene:FGSG_07546	NA
gene:FGSG_07547	gene:FGSG_07547	gene:FGSG_07547	NA
gene:FGSG_13161	gene:FGSG_13161	gene:FGSG_13161	NA
gene:FGSG_13162	gene:FGSG_13162	gene:FGSG_13162	NA
gene:FGSG_07549	gene:FGSG_07549	gene:FGSG_07549	NA
gene:FGSG_07550	gene:FGSG_07550	gene:FGSG_07550	NA
gene:FGSG_07551	gene:FGSG_07551	gene:FGSG_07551	NA
gene:FGSG_07552	gene:FGSG_07552	gene:FGSG_07552	NA
gene:FGSG_07553	gene:FGSG_07553	gene:FGSG_07553	NA
gene:FGSG_07554	gene:FGSG_07554	gene:FGSG_07554	NA
gene:FGSG_07555	gene:FGSG_07555	gene:FGSG_07555	NA
gene:FGSG_07556	gene:FGSG_07556	gene:FGSG_07556	NA
gene:FGSG_07557	gene:FGSG_07557	gene:FGSG_07557	NA
gene:FGSG_07558	gene:FGSG_07558	gene:FGSG_07558	NA
gene:FGSG_07559	gene:FGSG_07559	gene:FGSG_07559	NA
gene:FGSG_07560	gene:FGSG_07560	gene:FGSG_07560	NA
gene:FGSG_07561	gene:FGSG_07561	gene:FGSG_07561	NA
gene:FGSG_07562	gene:FGSG_07562	gene:FGSG_07562	NA
gene:FGSG_13163	gene:FGSG_13163	gene:FGSG_13163	NA
gene:FGSG_13164	gene:FGSG_13164	gene:FGSG_13164	NA
gene:FGSG_07564	gene:FGSG_07564	gene:FGSG_07564	NA
gene:FGSG_20676	gene:FGSG_20676	gene:FGSG_20676	NA
gene:FGSG_07565	gene:FGSG_07565	gene:FGSG_07565	NA
gene:FGSG_07566	gene:FGSG_07566	gene:FGSG_07566	NA
gene:FGSG_07567	gene:FGSG_07567	gene:FGSG_07567	NA
gene:FGSG_07568	gene:FGSG_07568	gene:FGSG_07568	NA
gene:FGSG_07569	gene:FGSG_07569	gene:FGSG_07569	NA
gene:FGSG_07570	gene:FGSG_07570	gene:FGSG_07570	NA
gene:FGSG_07571	gene:FGSG_07571	gene:FGSG_07571	NA
gene:FGSG_07572	gene:FGSG_07572	gene:FGSG_07572	NA
gene:FGSG_07573	gene:FGSG_07573	gene:FGSG_07573	NA
gene:FGSG_07574	gene:FGSG_07574	gene:FGSG_07574	NA
gene:FGSG_07575	gene:FGSG_07575	gene:FGSG_07575	NA
gene:FGSG_07576	gene:FGSG_07576	gene:FGSG_07576	NA
gene:FGSG_07577	gene:FGSG_07577	gene:FGSG_07577	NA
gene:FGSG_07578	gene:FGSG_07578	gene:FGSG_07578	NA
gene:FGSG_07579	gene:FGSG_07579	gene:FGSG_07579	NA
gene:FGSG_07580	gene:FGSG_07580	gene:FGSG_07580	NA
gene:FGSG_13165	gene:FGSG_13165	gene:FGSG_13165	NA
gene:FGSG_07581	gene:FGSG_07581	gene:FGSG_07581	NA
gene:FGSG_07582	gene:FGSG_07582	gene:FGSG_07582	NA
gene:FGSG_07583	gene:FGSG_07583	gene:FGSG_07583	NA
gene:FGSG_07584	gene:FGSG_07584	gene:FGSG_07584	NA
gene:FGSG_07585	gene:FGSG_07585	gene:FGSG_07585	NA
gene:FGSG_13166	gene:FGSG_13166	gene:FGSG_13166	NA
gene:FGSG_13167	gene:FGSG_13167	gene:FGSG_13167	NA
gene:FGSG_07587	gene:FGSG_07587	gene:FGSG_07587	NA
gene:FGSG_07588	gene:FGSG_07588	gene:FGSG_07588	NA
gene:FGSG_07589	gene:FGSG_07589	gene:FGSG_07589	NA
gene:FGSG_07590	gene:FGSG_07590	gene:FGSG_07590	NA
gene:FGSG_07591	gene:FGSG_07591	gene:FGSG_07591	NA
gene:FGSG_07592	gene:FGSG_07592	gene:FGSG_07592	NA
gene:FGSG_07593	gene:FGSG_07593	gene:FGSG_07593	NA
gene:FGSG_07594	gene:FGSG_07594	gene:FGSG_07594	NA
gene:FGSG_13168	gene:FGSG_13168	gene:FGSG_13168	NA
gene:FGSG_07595	gene:FGSG_07595	gene:FGSG_07595	NA
gene:FGSG_07596	gene:FGSG_07596	gene:FGSG_07596	NA
gene:FGSG_07597	gene:FGSG_07597	gene:FGSG_07597	NA
gene:FGSG_07598	gene:FGSG_07598	gene:FGSG_07598	NA
gene:FGSG_20677	gene:FGSG_20677	gene:FGSG_20677	NA
gene:FGSG_07599	gene:FGSG_07599	gene:FGSG_07599	NA
gene:FGSG_07600	gene:FGSG_07600	gene:FGSG_07600	NA
gene:FGSG_07601	gene:FGSG_07601	gene:FGSG_07601	NA
gene:FGSG_07602	gene:FGSG_07602	gene:FGSG_07602	NA
gene:FGSG_07603	gene:FGSG_07603	gene:FGSG_07603	NA
gene:FGSG_07604	gene:FGSG_07604	gene:FGSG_07604	NA
gene:FGSG_07605	gene:FGSG_07605	gene:FGSG_07605	NA
gene:FGSG_07606	gene:FGSG_07606	gene:FGSG_07606	NA
gene:FGSG_13169	gene:FGSG_13169	gene:FGSG_13169	NA
gene:FGSG_13170	gene:FGSG_13170	gene:FGSG_13170	NA
gene:FGSG_13171	gene:FGSG_13171	gene:FGSG_13171	NA
gene:FGSG_07608	gene:FGSG_07608	gene:FGSG_07608	NA
gene:FGSG_07609	gene:FGSG_07609	gene:FGSG_07609	NA
gene:FGSG_07610	gene:FGSG_07610	gene:FGSG_07610	NA
gene:FGSG_07611	gene:FGSG_07611	gene:FGSG_07611	NA
gene:FGSG_07612	gene:FGSG_07612	gene:FGSG_07612	NA
gene:FGSG_07613	gene:FGSG_07613	gene:FGSG_07613	NA
gene:FGSG_07614	gene:FGSG_07614	gene:FGSG_07614	NA
gene:FGSG_07615	gene:FGSG_07615	gene:FGSG_07615	NA
gene:FGSG_07616	gene:FGSG_07616	gene:FGSG_07616	NA
gene:FGSG_07617	gene:FGSG_07617	gene:FGSG_07617	NA
gene:FGSG_13172	gene:FGSG_13172	gene:FGSG_13172	NA
gene:FGSG_13173	gene:FGSG_13173	gene:FGSG_13173	NA
gene:FGSG_07619	gene:FGSG_07619	gene:FGSG_07619	NA
